osmid,name,anlik_risk,geometry
89275936c2fffff,"H3:89275936c2fffff (suc=1, lamba_ariza=8)",8.66,"LINESTRING (-87.82024773281483 42.008837152194346, -87.82024773281483 42.008837152194346)"
892664cabcbffff,"H3:892664cabcbffff (suc=66, lamba_ariza=4)",74.99,"LINESTRING (-87.70307535917529 41.8730947027446, -87.70307535917529 41.8730947027446)"
892664cce33ffff,"H3:892664cce33ffff (suc=19, lamba_ariza=21)",65.17,"LINESTRING (-87.6009291391718 41.740750384516716, -87.6009291391718 41.740750384516716)"
892664cc0dbffff,"H3:892664cc0dbffff (suc=31, lamba_ariza=16)",75.11,"LINESTRING (-87.62683656033082 41.79151189387432, -87.62683656033082 41.79151189387432)"
892664c8c1bffff,"H3:892664c8c1bffff (suc=35, lamba_ariza=18)",78.66,"LINESTRING (-87.72662209003177 41.86412497006324, -87.72662209003177 41.86412497006324)"
892664cf053ffff,"H3:892664cf053ffff (suc=6, lamba_ariza=9)",26.52,"LINESTRING (-87.66246406724014 41.83813054192983, -87.66246406724014 41.83813054192983)"
892664cf10fffff,"H3:892664cf10fffff (suc=28, lamba_ariza=19)",74.8,"LINESTRING (-87.63261147359682 41.81523533150397, -87.63261147359682 41.81523533150397)"
892664d88afffff,"H3:892664d88afffff (suc=9, lamba_ariza=22)",46.05,"LINESTRING (-87.66174452612272 41.98043304832265, -87.66174452612272 41.98043304832265)"
892664cc353ffff,"H3:892664cc353ffff (suc=44, lamba_ariza=29)",89.05,"LINESTRING (-87.63791178582365 41.76530199340018, -87.63791178582365 41.76530199340018)"
892664d89a7ffff,"H3:892664d89a7ffff (suc=0, lamba_ariza=1)",0.35,"LINESTRING (-87.63655162412581 41.96500891231827, -87.63655162412581 41.96500891231827)"
892664c843bffff,"H3:892664c843bffff (suc=61, lamba_ariza=8)",78.34,"LINESTRING (-87.75518122113377 41.90908569543678, -87.75518122113377 41.90908569543678)"
892664cb03bffff,"H3:892664cb03bffff (suc=4, lamba_ariza=36)",37.23,"LINESTRING (-87.79713991109585 41.941119876200254, -87.79713991109585 41.941119876200254)"
892664cb00bffff,"H3:892664cb00bffff (suc=10, lamba_ariza=31)",51.05,"LINESTRING (-87.80313840495592 41.945695668273075, -87.80313840495592 41.945695668273075)"
892664cc433ffff,"H3:892664cc433ffff (suc=46, lamba_ariza=34)",91.19,"LINESTRING (-87.60453468525392 41.79753965880136, -87.60453468525392 41.79753965880136)"
892664cb2cfffff,"H3:892664cb2cfffff (suc=6, lamba_ariza=18)",33.74,"LINESTRING (-87.83447623872394 41.94647714757051, -87.83447623872394 41.94647714757051)"
892664cc6b7ffff,"H3:892664cc6b7ffff (suc=29, lamba_ariza=16)",73.0,"LINESTRING (-87.62437365240682 41.7973373939768, -87.62437365240682 41.7973373939768)"
892664cc8c7ffff,"H3:892664cc8c7ffff (suc=20, lamba_ariza=45)",73.02,"LINESTRING (-87.58778802951603 41.734505170734224, -87.58778802951603 41.734505170734224)"
8926645217bffff,"H3:8926645217bffff (suc=3, lamba_ariza=19)",25.61,"LINESTRING (-87.7675584788007 41.77606061627661, -87.7675584788007 41.77606061627661)"
892664cd0a7ffff,"H3:892664cd0a7ffff (suc=17, lamba_ariza=20)",61.55,"LINESTRING (-87.68458163717041 41.785683429227866, -87.68458163717041 41.785683429227866)"
892664cc25bffff,"H3:892664cc25bffff (suc=36, lamba_ariza=19)",80.27,"LINESTRING (-87.6629963723789 41.78069509206994, -87.6629963723789 41.78069509206994)"
892664cdc77ffff,"H3:892664cdc77ffff (suc=26, lamba_ariza=28)",77.06,"LINESTRING (-87.659667055152 41.751160690465895, -87.659667055152 41.751160690465895)"
892664cb2c3ffff,"H3:892664cb2c3ffff (suc=7, lamba_ariza=12)",31.98,"LINESTRING (-87.83325449076172 41.949396966299226, -87.83325449076172 41.949396966299226)"
892664c1017ffff,"H3:892664c1017ffff (suc=15, lamba_ariza=3)",42.46,"LINESTRING (-87.6344603717598 41.93249020754851, -87.6344603717598 41.93249020754851)"
892664cf54bffff,"H3:892664cf54bffff (suc=16, lamba_ariza=17)",56.43,"LINESTRING (-87.63839223537153 41.838964917284386, -87.63839223537153 41.838964917284386)"
892664d9927ffff,"H3:892664d9927ffff (suc=20, lamba_ariza=15)",61.84,"LINESTRING (-87.7234061032667 41.96580096193742, -87.7234061032667 41.96580096193742)"
892664cdc37ffff,"H3:892664cdc37ffff (suc=37, lamba_ariza=26)",84.84,"LINESTRING (-87.64826834634835 41.750120824448736, -87.64826834634835 41.750120824448736)"
892664caca7ffff,"H3:892664caca7ffff (suc=27, lamba_ariza=22)",75.62,"LINESTRING (-87.66245735381099 41.90373029986795, -87.66245735381099 41.90373029986795)"
892664cf13bffff,"H3:892664cf13bffff (suc=4, lamba_ariza=9)",21.19,"LINESTRING (-87.62962771946691 41.81294563963273, -87.62962771946691 41.81294563963273)"
892664ccc4bffff,"H3:892664ccc4bffff (suc=14, lamba_ariza=14)",50.7,"LINESTRING (-87.59302309690247 41.750104361902295, -87.59302309690247 41.750104361902295)"
892664cdccfffff,"H3:892664cdccfffff (suc=23, lamba_ariza=30)",73.82,"LINESTRING (-87.66317351364688 41.761558790644514, -87.66317351364688 41.761558790644514)"
892664cc077ffff,"H3:892664cc077ffff (suc=0, lamba_ariza=2)",1.53,"LINESTRING (-87.6215858331831 41.775907359147176, -87.6215858331831 41.775907359147176)"
892664ca32bffff,"H3:892664ca32bffff (suc=51, lamba_ariza=25)",89.61,"LINESTRING (-87.7268578219048 41.910570729357445, -87.7268578219048 41.910570729357445)"
892664c8c4fffff,"H3:892664c8c4fffff (suc=12, lamba_ariza=33)",55.72,"LINESTRING (-87.73628301586731 41.85995296081396, -87.73628301586731 41.85995296081396)"
892664cb6d3ffff,"H3:892664cb6d3ffff (suc=0, lamba_ariza=1)",0.73,"LINESTRING (-87.82347480481566 41.97275904014006, -87.82347480481566 41.97275904014006)"
892664cc027ffff,"H3:892664cc027ffff (suc=64, lamba_ariza=38)",95.16,"LINESTRING (-87.61141268114883 41.77195184103346, -87.61141268114883 41.77195184103346)"
892664ca6b3ffff,"H3:892664ca6b3ffff (suc=14, lamba_ariza=9)",44.37,"LINESTRING (-87.72709402841784 41.957042311200716, -87.72709402841784 41.957042311200716)"
892664c1ac7ffff,"H3:892664c1ac7ffff (suc=38, lamba_ariza=46)",89.74,"LINESTRING (-87.6367837115334 41.880194674035906, -87.6367837115334 41.880194674035906)"
892664ca46bffff,"H3:892664ca46bffff (suc=10, lamba_ariza=34)",52.66,"LINESTRING (-87.72110046722193 41.952461593173716, -87.72110046722193 41.952461593173716)"
892664cf5afffff,"H3:892664cf5afffff (suc=73, lamba_ariza=29)",93.93,"LINESTRING (-87.61256700503915 41.83458934494979, -87.61256700503915 41.83458934494979)"
892664566a7ffff,"H3:892664566a7ffff (suc=9, lamba_ariza=10)",35.06,"LINESTRING (-87.63918124773564 41.696900202768944, -87.63918124773564 41.696900202768944)"
892664c8113ffff,"H3:892664c8113ffff (suc=51, lamba_ariza=25)",89.58,"LINESTRING (-87.74334720736017 41.88076991583861, -87.74334720736017 41.88076991583861)"
89266456447ffff,"H3:89266456447ffff (suc=6, lamba_ariza=32)",41.03,"LINESTRING (-87.63251982487652 41.70334146302184, -87.63251982487652 41.70334146302184)"
892664525a7ffff,"H3:892664525a7ffff (suc=15, lamba_ariza=26)",60.28,"LINESTRING (-87.73496085580001 41.79730729099613, -87.73496085580001 41.79730729099613)"
892664cea33ffff,"H3:892664cea33ffff (suc=56, lamba_ariza=4)",73.94,"LINESTRING (-87.56281956334219 41.76547583582563, -87.56281956334219 41.76547583582563)"
892664cd26fffff,"H3:892664cd26fffff (suc=7, lamba_ariza=10)",29.73,"LINESTRING (-87.73633196070523 41.77525588506945, -87.73633196070523 41.77525588506945)"
892664575d3ffff,"H3:892664575d3ffff (suc=2, lamba_ariza=7)",13.34,"LINESTRING (-87.68647885857247 41.70625211619772, -87.68647885857247 41.70625211619772)"
892664c89c3ffff,"H3:892664c89c3ffff (suc=0, lamba_ariza=3)",2.7,"LINESTRING (-87.7160428122941 41.83290502811848, -87.7160428122941 41.83290502811848)"
892664cb50bffff,"H3:892664cb50bffff (suc=11, lamba_ariza=4)",33.91,"LINESTRING (-87.7735717469365 41.95011377548045, -87.7735717469365 41.95011377548045)"
892664ca317ffff,"H3:892664ca317ffff (suc=14, lamba_ariza=17)",53.55,"LINESTRING (-87.72317356065099 41.919324296558386, -87.72317356065099 41.919324296558386)"
892664ca1bbffff,"H3:892664ca1bbffff (suc=23, lamba_ariza=28)",73.76,"LINESTRING (-87.68938632083317 41.924347347528375, -87.68938632083317 41.924347347528375)"
89275934853ffff,"H3:89275934853ffff (suc=1, lamba_ariza=0)",1.74,"LINESTRING (-87.8892721535487 41.95741057049114, -87.8892721535487 41.95741057049114)"
892664d9d07ffff,"H3:892664d9d07ffff (suc=4, lamba_ariza=4)",16.8,"LINESTRING (-87.71956231763733 41.99374454220005, -87.71956231763733 41.99374454220005)"
892664cdd1bffff,"H3:892664cdd1bffff (suc=7, lamba_ariza=15)",34.13,"LINESTRING (-87.63932851992625 41.74325767661047, -87.63932851992625 41.74325767661047)"
892664cc213ffff,"H3:892664cc213ffff (suc=35, lamba_ariza=4)",67.32,"LINESTRING (-87.64737858210835 41.78027964518898, -87.64737858210835 41.78027964518898)"
892664c894fffff,"H3:892664c894fffff (suc=0, lamba_ariza=5)",3.7,"LINESTRING (-87.72393568618017 41.82353389376652, -87.72393568618017 41.82353389376652)"
892664ccb1bffff,"H3:892664ccb1bffff (suc=7, lamba_ariza=2)",22.52,"LINESTRING (-87.59764177807531 41.711226028250046, -87.59764177807531 41.711226028250046)"
892664c1e0bffff,"H3:892664c1e0bffff (suc=169, lamba_ariza=27)",95.17,"LINESTRING (-87.63061670941417 41.89477571708793, -87.63061670941417 41.89477571708793)"
892664d8cdbffff,"H3:892664d8cdbffff (suc=40, lamba_ariza=64)",91.41,"LINESTRING (-87.67108804167418 42.01463437571253, -87.67108804167418 42.01463437571253)"
892664ca387ffff,"H3:892664ca387ffff (suc=16, lamba_ariza=21)",59.74,"LINESTRING (-87.7177220110661 41.922870724413066, -87.7177220110661 41.922870724413066)"
892664cc3dbffff,"H3:892664cc3dbffff (suc=31, lamba_ariza=5)",64.56,"LINESTRING (-87.63545173552032 41.77112572957233, -87.63545173552032 41.77112572957233)"
892664c1b47ffff,"H3:892664c1b47ffff (suc=49, lamba_ariza=22)",87.47,"LINESTRING (-87.62255980780044 41.85770191380703, -87.62255980780044 41.85770191380703)"
892664d9a43ffff,"H3:892664d9a43ffff (suc=3, lamba_ariza=15)",22.22,"LINESTRING (-87.79321974648309 41.98823610750181, -87.79321974648309 41.98823610750181)"
892664574b3ffff,"H3:892664574b3ffff (suc=1, lamba_ariza=8)",8.52,"LINESTRING (-87.69121276406814 41.71373330361942, -87.69121276406814 41.71373330361942)"
892664570c3ffff,"H3:892664570c3ffff (suc=2, lamba_ariza=12)",16.45,"LINESTRING (-87.71712755898153 41.698967757765274, -87.71712755898153 41.698967757765274)"
892664cf6cbffff,"H3:892664cf6cbffff (suc=15, lamba_ariza=48)",63.53,"LINESTRING (-87.68214786888464 41.85707072312696, -87.68214786888464 41.85707072312696)"
89266457527ffff,"H3:89266457527ffff (suc=2, lamba_ariza=7)",11.89,"LINESTRING (-87.6752632159787 41.686096305754205, -87.6752632159787 41.686096305754205)"
892664d9e27ffff,"H3:892664d9e27ffff (suc=3, lamba_ariza=16)",23.9,"LINESTRING (-87.76539764967855 41.99786673913205, -87.76539764967855 41.99786673913205)"
892664d9d2fffff,"H3:892664d9d2fffff (suc=2, lamba_ariza=5)",11.25,"LINESTRING (-87.71902438406516 41.985612147818834, -87.71902438406516 41.985612147818834)"
892664cc893ffff,"H3:892664cc893ffff (suc=19, lamba_ariza=10)",55.89,"LINESTRING (-87.57813639116368 41.738657719561644, -87.57813639116368 41.738657719561644)"
892664cab8bffff,"H3:892664cab8bffff (suc=9, lamba_ariza=5)",31.81,"LINESTRING (-87.69164679737042 41.87205938840409, -87.69164679737042 41.87205938840409)"
892664cb077ffff,"H3:892664cb077ffff (suc=7, lamba_ariza=20)",37.4,"LINESTRING (-87.80136280578259 41.94048841838109, -87.80136280578259 41.94048841838109)"
892664cf5d3ffff,"H3:892664cf5d3ffff (suc=31, lamba_ariza=12)",71.01,"LINESTRING (-87.62625911756733 41.84895722623418, -87.62625911756733 41.84895722623418)"
892664cf117ffff,"H3:892664cf117ffff (suc=23, lamba_ariza=8)",58.93,"LINESTRING (-87.62716403816601 41.81877274839748, -87.62716403816601 41.81877274839748)"
892664c1617ffff,"H3:892664c1617ffff (suc=87, lamba_ariza=5)",77.31,"LINESTRING (-87.65540797026047 41.948536329616104, -87.65540797026047 41.948536329616104)"
89266452003ffff,"H3:89266452003ffff (suc=5, lamba_ariza=2)",17.35,"LINESTRING (-87.778833644732 41.796225775833896, -87.778833644732 41.796225775833896)"
892664c1253ffff,"H3:892664c1253ffff (suc=27, lamba_ariza=9)",64.72,"LINESTRING (-87.67847502152493 41.93143773666807, -87.67847502152493 41.93143773666807)"
892664c1e67ffff,"H3:892664c1e67ffff (suc=134, lamba_ariza=57)",99.26,"LINESTRING (-87.63009545197781 41.88665157195299, -87.63009545197781 41.88665157195299)"
892664c13d3ffff,"H3:892664c13d3ffff (suc=16, lamba_ariza=36)",64.93,"LINESTRING (-87.65083824022624 41.921860052100094, -87.65083824022624 41.921860052100094)"
892664d8a0fffff,"H3:892664d8a0fffff (suc=6, lamba_ariza=13)",28.73,"LINESTRING (-87.70280383849476 41.97707548288807, -87.70280383849476 41.97707548288807)"
892664d9997ffff,"H3:892664d9997ffff (suc=4, lamba_ariza=5)",16.25,"LINESTRING (-87.72025467019456 41.982691810394684, -87.72025467019456 41.982691810394684)"
892664c8897ffff,"H3:892664c8897ffff (suc=11, lamba_ariza=35)",54.47,"LINESTRING (-87.72133069903258 41.84851375880604, -87.72133069903258 41.84851375880604)"
89266419433ffff,"H3:89266419433ffff (suc=7, lamba_ariza=17)",37.17,"LINESTRING (-87.53845641373324 41.69267889685416, -87.53845641373324 41.69267889685416)"
892664cf267ffff,"H3:892664cf267ffff (suc=20, lamba_ariza=8)",54.24,"LINESTRING (-87.68547306513148 41.82105645472527, -87.68547306513148 41.82105645472527)"
892664c1a1bffff,"H3:892664c1a1bffff (suc=41, lamba_ariza=20)",83.8,"LINESTRING (-87.6380166336584 41.877278758295475, -87.6380166336584 41.877278758295475)"
892664ccd8fffff,"H3:892664ccd8fffff (suc=60, lamba_ariza=40)",94.92,"LINESTRING (-87.5511342421866 41.73718053852175, -87.5511342421866 41.73718053852175)"
892664cd18bffff,"H3:892664cd18bffff (suc=31, lamba_ariza=18)",76.46,"LINESTRING (-87.67563034900084 41.778820853725776, -87.67563034900084 41.778820853725776)"
892664ca0d7ffff,"H3:892664ca0d7ffff (suc=13, lamba_ariza=7)",41.62,"LINESTRING (-87.7193335021094 41.94725214414839, -87.7193335021094 41.94725214414839)"
892664d8b13ffff,"H3:892664d8b13ffff (suc=13, lamba_ariza=15)",48.93,"LINESTRING (-87.67936459254383 41.96687284016322, -87.67936459254383 41.96687284016322)"
892664cd94fffff,"H3:892664cd94fffff (suc=10, lamba_ariza=14)",40.11,"LINESTRING (-87.65756937053578 41.7187262362523, -87.65756937053578 41.7187262362523)"
892664d8d7bffff,"H3:892664d8d7bffff (suc=0, lamba_ariza=20)",16.75,"LINESTRING (-87.65204982637923 41.9846066421725, -87.65204982637923 41.9846066421725)"
892664cca1bffff,"H3:892664cca1bffff (suc=7, lamba_ariza=18)",37.7,"LINESTRING (-87.61847847024899 41.72724259639999, -87.61847847024899 41.72724259639999)"
892664c1aafffff,"H3:892664c1aafffff (suc=146, lamba_ariza=33)",96.91,"LINESTRING (-87.62483284921699 41.87103000355385, -87.62483284921699 41.87103000355385)"
892664cb55bffff,"H3:892664cb55bffff (suc=10, lamba_ariza=9)",36.17,"LINESTRING (-87.78379398788559 41.95406035190726, -87.78379398788559 41.95406035190726)"
892664ce2cbffff,"H3:892664ce2cbffff (suc=24, lamba_ariza=15)",66.88,"LINESTRING (-87.61081628972337 41.82938464260855, -87.61081628972337 41.82938464260855)"
892664cc133ffff,"H3:892664cc133ffff (suc=33, lamba_ariza=30)",84.2,"LINESTRING (-87.59230367725928 41.76112703962103, -87.59230367725928 41.76112703962103)"
892664c858bffff,"H3:892664c858bffff (suc=36, lamba_ariza=24)",83.8,"LINESTRING (-87.7335344087209 41.904106946165655, -87.7335344087209 41.904106946165655)"
892664cd34bffff,"H3:892664cd34bffff (suc=18, lamba_ariza=24)",64.26,"LINESTRING (-87.72316718889147 41.7690251198964, -87.72316718889147 41.7690251198964)"
892664cf293ffff,"H3:892664cf293ffff (suc=4, lamba_ariza=5)",16.46,"LINESTRING (-87.67388441181089 41.83916884356875, -87.67388441181089 41.83916884356875)"
892664cdc83ffff,"H3:892664cdc83ffff (suc=47, lamba_ariza=15)",81.28,"LINESTRING (-87.65054335822255 41.76343103331468, -87.65054335822255 41.76343103331468)"
892664cf2afffff,"H3:892664cf2afffff (suc=11, lamba_ariza=21)",48.68,"LINESTRING (-87.67159907621264 41.82584754072048, -87.67159907621264 41.82584754072048)"
892664cd48bffff,"H3:892664cd48bffff (suc=15, lamba_ariza=21)",56.9,"LINESTRING (-87.68792916291378 41.81522835508861, -87.68792916291378 41.81522835508861)"
892759369bbffff,"H3:892759369bbffff (suc=2, lamba_ariza=14)",20.43,"LINESTRING (-87.80289903090464 41.98405115409114, -87.80289903090464 41.98405115409114)"
892664cc9afffff,"H3:892664cc9afffff (suc=0, lamba_ariza=21)",17.77,"LINESTRING (-87.5550597396197 41.70932403679094, -87.5550597396197 41.70932403679094)"
892664cb04bffff,"H3:892664cb04bffff (suc=6, lamba_ariza=35)",40.17,"LINESTRING (-87.81458451273076 41.946719634987566, -87.81458451273076 41.946719634987566)"
892664cb507ffff,"H3:892664cb507ffff (suc=18, lamba_ariza=17)",59.27,"LINESTRING (-87.76634900861158 41.94845538527037, -87.76634900861158 41.94845538527037)"
892664ccca7ffff,"H3:892664ccca7ffff (suc=30, lamba_ariza=12)",70.09,"LINESTRING (-87.56303812494879 41.74634086277911, -87.56303812494879 41.74634086277911)"
89266456257ffff,"H3:89266456257ffff (suc=18, lamba_ariza=29)",67.08,"LINESTRING (-87.66930903183409 41.681525523406115, -87.66930903183409 41.681525523406115)"
89266452827ffff,"H3:89266452827ffff (suc=3, lamba_ariza=7)",16.68,"LINESTRING (-87.73784787240155 41.734082132388785, -87.73784787240155 41.734082132388785)"
892664ca0d3ffff,"H3:892664ca0d3ffff (suc=6, lamba_ariza=21)",34.8,"LINESTRING (-87.7223297324719 41.94954244707397, -87.7223297324719 41.94954244707397)"
892664c8013ffff,"H3:892664c8013ffff (suc=12, lamba_ariza=23)",52.13,"LINESTRING (-87.76430348090021 41.89678549451789, -87.76430348090021 41.89678549451789)"
892664d8b5bffff,"H3:892664d8b5bffff (suc=13, lamba_ariza=26)",56.3,"LINESTRING (-87.69504463050988 41.96728123601646, -87.69504463050988 41.96728123601646)"
892664ccd3bffff,"H3:892664ccd3bffff (suc=17, lamba_ariza=39)",67.08,"LINESTRING (-87.55483805025352 41.728450612382765, -87.55483805025352 41.728450612382765)"
892664525abffff,"H3:892664525abffff (suc=50, lamba_ariza=29)",90.86,"LINESTRING (-87.74215943853807 41.798966059544284, -87.74215943853807 41.798966059544284)"
892664cca6bffff,"H3:892664cca6bffff (suc=8, lamba_ariza=35)",48.03,"LINESTRING (-87.6263749672128 41.71788997707605, -87.6263749672128 41.71788997707605)"
892664d9d3bffff,"H3:892664d9d3bffff (suc=2, lamba_ariza=1)",7.29,"LINESTRING (-87.72079278490166 41.99082390539832, -87.72079278490166 41.99082390539832)"
892664cf557ffff,"H3:892664cf557ffff (suc=23, lamba_ariza=10)",61.48,"LINESTRING (-87.62995699399337 41.84021341823469, -87.62995699399337 41.84021341823469)"
892664c85dbffff,"H3:892664c85dbffff (suc=28, lamba_ariza=13)",69.61,"LINESTRING (-87.74374406538713 41.90805568109884, -87.74374406538713 41.90805568109884)"
892664c8c07ffff,"H3:892664c8c07ffff (suc=69, lamba_ariza=27)",92.61,"LINESTRING (-87.720640614599 41.85954862988993, -87.720640614599 41.85954862988993)"
892664d9d0fffff,"H3:892664d9d0fffff (suc=3, lamba_ariza=1)",11.13,"LINESTRING (-87.72379190687656 41.99311519558469, -87.72379190687656 41.99311519558469)"
892664570cfffff,"H3:892664570cfffff (suc=0, lamba_ariza=15)",13.04,"LINESTRING (-87.71835036295741 41.696057917388394, -87.71835036295741 41.696057917388394)"
892664c132fffff,"H3:892664c132fffff (suc=32, lamba_ariza=13)",72.54,"LINESTRING (-87.6438078672853 41.90102515836591, -87.6438078672853 41.90102515836591)"
892664cc283ffff,"H3:892664cc283ffff (suc=8, lamba_ariza=17)",38.97,"LINESTRING (-87.6419365915603 41.783815970540104, -87.6419365915603 41.783815970540104)"
892664c1a0fffff,"H3:892664c1a0fffff (suc=1, lamba_ariza=1)",0.74,"LINESTRING (-87.63626154236549 41.8720720292633, -87.63626154236549 41.8720720292633)"
892664c16abffff,"H3:892664c16abffff (suc=55, lamba_ariza=5)",74.76,"LINESTRING (-87.65241463089775 41.946244121932644, -87.65241463089775 41.946244121932644)"
892664cd24fffff,"H3:892664cd24fffff (suc=6, lamba_ariza=11)",28.18,"LINESTRING (-87.74108041668408 41.782740393229666, -87.74108041668408 41.782740393229666)"
892664cc567ffff,"H3:892664cc567ffff (suc=34, lamba_ariza=4)",66.11,"LINESTRING (-87.59333038227227 41.77735285305233, -87.59333038227227 41.77735285305233)"
