osmid,name,anlik_risk,geometry
89275936dc3ffff,"H3:89275936dc3ffff (suc=7, lamba_ariza=5)",26.0,"LINESTRING (-87.80756116438587 42.01073575765231, -87.80756116438587 42.01073575765231)"
892664ca6a7ffff,"H3:892664ca6a7ffff (suc=8, lamba_ariza=23)",42.49,"LINESTRING (-87.72532623787217 41.95183271774806, -87.72532623787217 41.95183271774806)"
89266452d73ffff,"H3:89266452d73ffff (suc=6, lamba_ariza=10)",28.17,"LINESTRING (-87.72155989785495 41.744695683032226, -87.72155989785495 41.744695683032226)"
892664c8dbbffff,"H3:892664c8dbbffff (suc=25, lamba_ariza=31)",76.67,"LINESTRING (-87.69426935270945 41.84707213055368, -87.69426935270945 41.84707213055368)"
892664c134bffff,"H3:892664c134bffff (suc=31, lamba_ariza=5)",64.57,"LINESTRING (-87.66298445609328 41.911855624967465, -87.66298445609328 41.911855624967465)"
892664c129bffff,"H3:892664c129bffff (suc=19, lamba_ariza=18)",62.22,"LINESTRING (-87.66456687228406 41.93623626442902, -87.66456687228406 41.93623626442902)"
8926641942fffff,"H3:8926641942fffff (suc=0, lamba_ariza=5)",3.66,"LINESTRING (-87.54092507473328 41.68686229721931, -87.54092507473328 41.68686229721931)"
892664cad9bffff,"H3:892664cad9bffff (suc=5, lamba_ariza=1)",16.03,"LINESTRING (-87.65225355424246 41.89977411939097, -87.65225355424246 41.89977411939097)"
89266456203ffff,"H3:89266456203ffff (suc=22, lamba_ariza=28)",72.27,"LINESTRING (-87.66213001237004 41.67986337229478, -87.66213001237004 41.67986337229478)"
892664c13c7ffff,"H3:892664c13c7ffff (suc=8, lamba_ariza=33)",45.2,"LINESTRING (-87.64908006368975 41.91665091556181, -87.64908006368975 41.91665091556181)"
892664cc973ffff,"H3:892664cc973ffff (suc=2, lamba_ariza=10)",13.77,"LINESTRING (-87.57065630346789 41.7097530286859, -87.57065630346789 41.7097530286859)"
892664cd8d7ffff,"H3:892664cd8d7ffff (suc=28, lamba_ariza=14)",70.4,"LINESTRING (-87.66633113476222 41.74471395595432, -87.66633113476222 41.74471395595432)"
89266457013ffff,"H3:89266457013ffff (suc=1, lamba_ariza=5)",5.99,"LINESTRING (-87.71116820489497 41.69439875713389, -87.71116820489497 41.69439875713389)"
892664ca597ffff,"H3:892664ca597ffff (suc=13, lamba_ariza=42)",60.4,"LINESTRING (-87.67830359048705 41.950612824162235, -87.67830359048705 41.950612824162235)"
892664cca57ffff,"H3:892664cca57ffff (suc=8, lamba_ariza=28)",45.03,"LINESTRING (-87.62268615254268 41.726620264240665, -87.62268615254268 41.726620264240665)"
89266419153ffff,"H3:89266419153ffff (suc=0, lamba_ariza=2)",1.18,"LINESTRING (-87.54238588468984 41.6648376134508, -87.54238588468984 41.6648376134508)"
892664cf3d3ffff,"H3:892664cf3d3ffff (suc=9, lamba_ariza=6)",30.26,"LINESTRING (-87.66439758058593 41.82418392310902, -87.66439758058593 41.82418392310902)"
892664d99a7ffff,"H3:892664d99a7ffff (suc=9, lamba_ariza=22)",44.71,"LINESTRING (-87.71671899994557 41.97226952100573, -87.71671899994557 41.97226952100573)"
892664cb1abffff,"H3:892664cb1abffff (suc=24, lamba_ariza=23)",72.66,"LINESTRING (-87.77070639486953 41.9286525628303, -87.77070639486953 41.9286525628303)"
892664d9887ffff,"H3:892664d9887ffff (suc=0, lamba_ariza=16)",13.79,"LINESTRING (-87.7424796121202 41.995807953114195, -87.7424796121202 41.995807953114195)"
89266456437ffff,"H3:89266456437ffff (suc=16, lamba_ariza=26)",62.63,"LINESTRING (-87.6151810194242 41.697724149081985, -87.6151810194242 41.697724149081985)"
892664d8b97ffff,"H3:892664d8b97ffff (suc=16, lamba_ariza=34)",64.47,"LINESTRING (-87.66967475518722 41.9710469883203, -87.66967475518722 41.9710469883203)"
892664cea2bffff,"H3:892664cea2bffff (suc=23, lamba_ariza=54)",76.9,"LINESTRING (-87.56826650160859 41.76194380602572, -87.56826650160859 41.76194380602572)"
892664cc2cbffff,"H3:892664cc2cbffff (suc=16, lamba_ariza=9)",50.07,"LINESTRING (-87.65755573764677 41.78423210659736, -87.65755573764677 41.78423210659736)"
892664cccd3ffff,"H3:892664cccd3ffff (suc=26, lamba_ariza=20)",72.97,"LINESTRING (-87.58090213745714 41.76008044266007, -87.58090213745714 41.76008044266007)"
892664ca28fffff,"H3:892664ca28fffff (suc=14, lamba_ariza=20)",54.98,"LINESTRING (-87.74291395043309 41.93826912221744, -87.74291395043309 41.93826912221744)"
892664cad23ffff,"H3:892664cad23ffff (suc=111, lamba_ariza=15)",87.52,"LINESTRING (-87.6512035558833 41.883526270054865, -87.6512035558833 41.883526270054865)"
892664cd083ffff,"H3:892664cd083ffff (suc=13, lamba_ariza=8)",41.09,"LINESTRING (-87.69230838694466 41.795458934754755, -87.69230838694466 41.795458934754755)"
892664cb107ffff,"H3:892664cb107ffff (suc=11, lamba_ariza=23)",49.71,"LINESTRING (-87.77492878923698 41.92802221251102, -87.77492878923698 41.92802221251102)"
892664cc80bffff,"H3:892664cc80bffff (suc=2, lamba_ariza=11)",15.07,"LINESTRING (-87.59025241870029 41.728684796527354, -87.59025241870029 41.728684796527354)"
892664c104fffff,"H3:892664c104fffff (suc=11, lamba_ariza=18)",46.21,"LINESTRING (-87.65136351948753 41.92998729836094, -87.65136351948753 41.92998729836094)"
89266452dbbffff,"H3:89266452dbbffff (suc=11, lamba_ariza=14)",44.16,"LINESTRING (-87.70771378142895 41.749485167218594, -87.70771378142895 41.749485167218594)"
892664c848fffff,"H3:892664c848fffff (suc=15, lamba_ariza=9)",47.94,"LINESTRING (-87.75150270724812 41.917839696591265, -87.75150270724812 41.917839696591265)"
8926645624fffff,"H3:8926645624fffff (suc=3, lamba_ariza=9)",17.69,"LINESTRING (-87.6747365473292 41.67799308994735, -87.6747365473292 41.67799308994735)"
892664cc1dbffff,"H3:892664cc1dbffff (suc=48, lamba_ariza=18)",84.69,"LINESTRING (-87.6059684382097 41.77548621453909, -87.6059684382097 41.77548621453909)"
892664cf4c3ffff,"H3:892664cf4c3ffff (suc=22, lamba_ariza=9)",59.32,"LINESTRING (-87.64839826653062 41.86207567062575, -87.64839826653062 41.86207567062575)"
892664ceb4bffff,"H3:892664ceb4bffff (suc=77, lamba_ariza=10)",81.31,"LINESTRING (-87.56354612853394 41.7544523611267, -87.56354612853394 41.7544523611267)"
892664570d7ffff,"H3:892664570d7ffff (suc=3, lamba_ariza=18)",26.53,"LINESTRING (-87.71292464831974 41.699593106860796, -87.71292464831974 41.699593106860796)"
89266452c2fffff,"H3:89266452c2fffff (suc=1, lamba_ariza=15)",16.84,"LINESTRING (-87.73349440691815 41.753837183936604, -87.73349440691815 41.753837183936604)"
892664cc207ffff,"H3:892664cc207ffff (suc=60, lamba_ariza=22)",89.52,"LINESTRING (-87.64562615739148 41.775078980488296, -87.64562615739148 41.775078980488296)"
892664ceb73ffff,"H3:892664ceb73ffff (suc=30, lamba_ariza=29)",80.7,"LINESTRING (-87.55338120853365 41.75049219995584, -87.55338120853365 41.75049219995584)"
892664cd0afffff,"H3:892664cd0afffff (suc=32, lamba_ariza=13)",72.39,"LINESTRING (-87.68879305760075 41.78505799046571, -87.68879305760075 41.78505799046571)"
892664cc8b3ffff,"H3:892664cc8b3ffff (suc=14, lamba_ariza=19)",54.28,"LINESTRING (-87.57341691007271 41.731168741272846, -87.57341691007271 41.731168741272846)"
892664cd0d7ffff,"H3:892664cd0d7ffff (suc=13, lamba_ariza=12)",45.35,"LINESTRING (-87.69950591439425 41.7971204334927, -87.69950591439425 41.7971204334927)"
892664cea43ffff,"H3:892664cea43ffff (suc=6, lamba_ariza=13)",28.48,"LINESTRING (-87.58017965184062 41.771104545320036, -87.58017965184062 41.771104545320036)"
89266419e9bffff,"H3:89266419e9bffff (suc=1, lamba_ariza=6)",6.3,"LINESTRING (-87.53717684290844 41.649250715864646, -87.53717684290844 41.649250715864646)"
892664c80c7ffff,"H3:892664c80c7ffff (suc=22, lamba_ariza=11)",60.84,"LINESTRING (-87.76729833140591 41.899073305985794, -87.76729833140591 41.899073305985794)"
89266456453ffff,"H3:89266456453ffff (suc=6, lamba_ariza=30)",38.91,"LINESTRING (-87.63426811884727 41.708538058378416, -87.63426811884727 41.708538058378416)"
892664565cbffff,"H3:892664565cbffff (suc=34, lamba_ariza=21)",80.31,"LINESTRING (-87.61220556884615 41.69543677349482, -87.61220556884615 41.69543677349482)"
892664cc3c7ffff,"H3:892664cc3c7ffff (suc=32, lamba_ariza=28)",82.4,"LINESTRING (-87.62948995083826 41.76654858733383, -87.62948995083826 41.76654858733383)"
892664ca0c7ffff,"H3:892664ca0c7ffff (suc=17, lamba_ariza=3)",46.11,"LINESTRING (-87.72056274576313 41.94433320016395, -87.72056274576313 41.94433320016395)"
892664ca473ffff,"H3:892664ca473ffff (suc=11, lamba_ariza=8)",38.04,"LINESTRING (-87.7156448157776 41.95600956175315, -87.7156448157776 41.95600956175315)"
892664c83afffff,"H3:892664c83afffff (suc=1, lamba_ariza=6)",6.26,"LINESTRING (-87.76389460101619 41.869504181074646, -87.76389460101619 41.869504181074646)"
89266452d37ffff,"H3:89266452d37ffff (suc=17, lamba_ariza=19)",59.97,"LINESTRING (-87.70718074520951 41.74137624755422, -87.70718074520951 41.74137624755422)"
8926645204fffff,"H3:8926645204fffff (suc=1, lamba_ariza=20)",18.02,"LINESTRING (-87.79146350587725 41.79433852364134, -87.79146350587725 41.79433852364134)"
8926641903bffff,"H3:8926641903bffff (suc=2, lamba_ariza=15)",18.87,"LINESTRING (-87.55129833662004 41.67170342845515, -87.55129833662004 41.67170342845515)"
892664d9a6bffff,"H3:892664d9a6bffff (suc=6, lamba_ariza=16)",31.44,"LINESTRING (-87.79266899891483 41.98010533620938, -87.79266899891483 41.98010533620938)"
892664ccda3ffff,"H3:892664ccda3ffff (suc=26, lamba_ariza=24)",75.53,"LINESTRING (-87.54518393796313 41.732600195790994, -87.54518393796313 41.732600195790994)"
892664cb307ffff,"H3:892664cb307ffff (suc=22, lamba_ariza=37)",74.46,"LINESTRING (-87.8044810738644 41.92360574925625, -87.8044810738644 41.92360574925625)"
892664cc12bffff,"H3:892664cc12bffff (suc=9, lamba_ariza=24)",44.77,"LINESTRING (-87.59774745736289 41.757593960288695, -87.59774745736289 41.757593960288695)"
892664cd8abffff,"H3:892664cd8abffff (suc=23, lamba_ariza=12)",63.13,"LINESTRING (-87.65861784653806 41.73494189903107, -87.65861784653806 41.73494189903107)"
892664c880bffff,"H3:892664c880bffff (suc=3, lamba_ariza=30)",30.14,"LINESTRING (-87.73643006038623 41.84080001029873, -87.73643006038623 41.84080001029873)"
892664cc843ffff,"H3:892664cc843ffff (suc=8, lamba_ariza=24)",42.29,"LINESTRING (-87.5974377062462 41.730352121529904, -87.5974377062462 41.730352121529904)"
892664cd207ffff,"H3:892664cd207ffff (suc=10, lamba_ariza=41)",52.36,"LINESTRING (-87.72546426979636 41.782335590350584, -87.72546426979636 41.782335590350584)"
892664c81abffff,"H3:892664c81abffff (suc=40, lamba_ariza=20)",83.52,"LINESTRING (-87.7373621685656 41.87619374832299, -87.7373621685656 41.87619374832299)"
892664d990bffff,"H3:892664d990bffff (suc=7, lamba_ariza=15)",33.58,"LINESTRING (-87.73539818078741 41.97496326322698, -87.73539818078741 41.97496326322698)"
892664c8607ffff,"H3:892664c8607ffff (suc=1, lamba_ariza=0)",3.7,"LINESTRING (-87.7835007965482 41.90759383406861, -87.7835007965482 41.90759383406861)"
892664c8407ffff,"H3:892664c8407ffff (suc=24, lamba_ariza=6)",58.14,"LINESTRING (-87.75395520854227 41.91200359798057, -87.75395520854227 41.91200359798057)"
89266452d63ffff,"H3:89266452d63ffff (suc=5, lamba_ariza=30)",37.51,"LINESTRING (-87.72278361845886 41.74178413074749, -87.72278361845886 41.74178413074749)"
89266457033ffff,"H3:89266457033ffff (suc=1, lamba_ariza=0)",4.39,"LINESTRING (-87.70643328704384 41.686920212979715, -87.70643328704384 41.686920212979715)"
892664cdddbffff,"H3:892664cdddbffff (suc=118, lamba_ariza=14)",86.09,"LINESTRING (-87.64405913670228 41.75074436951845, -87.64405913670228 41.75074436951845)"
892664d9b73ffff,"H3:892664d9b73ffff (suc=22, lamba_ariza=23)",70.07,"LINESTRING (-87.7662140643595 41.967632401742605, -87.7662140643595 41.967632401742605)"
892664d8e8bffff,"H3:892664d8e8bffff (suc=11, lamba_ariza=11)",40.17,"LINESTRING (-87.69048371620859 42.00627996569342, -87.69048371620859 42.00627996569342)"
892664ca0b7ffff,"H3:892664ca0b7ffff (suc=20, lamba_ariza=25)",69.06,"LINESTRING (-87.70312638474442 41.93871866572113, -87.70312638474442 41.93871866572113)"
89266456383ffff,"H3:89266456383ffff (suc=11, lamba_ariza=12)",41.52,"LINESTRING (-87.63464545239083 41.67030203471065, -87.63464545239083 41.67030203471065)"
8926641939bffff,"H3:8926641939bffff (suc=16, lamba_ariza=16)",54.83,"LINESTRING (-87.55796783453127 41.665268945325536, -87.55796783453127 41.665268945325536)"
892664cd063ffff,"H3:892664cd063ffff (suc=20, lamba_ariza=25)",68.16,"LINESTRING (-87.70563715935059 41.78255481019949, -87.70563715935059 41.78255481019949)"
89266457023ffff,"H3:89266457023ffff (suc=1, lamba_ariza=3)",7.02,"LINESTRING (-87.70765647759626 41.68401089057746, -87.70765647759626 41.68401089057746)"
892664ccb87ffff,"H3:892664ccb87ffff (suc=0, lamba_ariza=1)",0.18,"LINESTRING (-87.58502067167325 41.71308932779944, -87.58502067167325 41.71308932779944)"
892664cda97ffff,"H3:892664cda97ffff (suc=0, lamba_ariza=2)",1.26,"LINESTRING (-87.68438889179917 41.73930485500774, -87.68438889179917 41.73930485500774)"
892664cad0fffff,"H3:892664cad0fffff (suc=98, lamba_ariza=10)",82.5,"LINESTRING (-87.65718228186361 41.88810774619537, -87.65718228186361 41.88810774619537)"
892664ca2a3ffff,"H3:892664ca2a3ffff (suc=15, lamba_ariza=14)",52.53,"LINESTRING (-87.736921492209 41.933690204806844, -87.736921492209 41.933690204806844)"
892664d9e33ffff,"H3:892664d9e33ffff (suc=0, lamba_ariza=8)",6.3,"LINESTRING (-87.76717155491163 42.00307821806359, -87.76717155491163 42.00307821806359)"
892664ca2a7ffff,"H3:892664ca2a7ffff (suc=12, lamba_ariza=7)",38.95,"LINESTRING (-87.73392567533857 41.93140069774264, -87.73392567533857 41.93140069774264)"
892664cc3c3ffff,"H3:892664cc3c3ffff (suc=18, lamba_ariza=11)",53.95,"LINESTRING (-87.6324707066461 41.76883717379796, -87.6324707066461 41.76883717379796)"
892664cceabffff,"H3:892664cceabffff (suc=35, lamba_ariza=19)",80.0,"LINESTRING (-87.59969740670343 41.74366104116907, -87.59969740670343 41.74366104116907)"
89266452053ffff,"H3:89266452053ffff (suc=4, lamba_ariza=5)",17.34,"LINESTRING (-87.78902220098065 41.80016653957902, -87.78902220098065 41.80016653957902)"
89266456253ffff,"H3:89266456253ffff (suc=3, lamba_ariza=12)",18.82,"LINESTRING (-87.6722859879118 41.68381092976968, -87.6722859879118 41.68381092976968)"
892664cf243ffff,"H3:892664cf243ffff (suc=17, lamba_ariza=17)",59.03,"LINESTRING (-87.69320590191681 41.83083571604514, -87.69320590191681 41.83083571604514)"
89266452583ffff,"H3:89266452583ffff (suc=31, lamba_ariza=28)",81.66,"LINESTRING (-87.74269923248931 41.80708006286687, -87.74269923248931 41.80708006286687)"
892664ca603ffff,"H3:892664ca603ffff (suc=3, lamba_ariza=28)",32.37,"LINESTRING (-87.73977168608559 41.9551544333789, -87.73977168608559 41.9551544333789)"
892664574afffff,"H3:892664574afffff (suc=0, lamba_ariza=2)",1.17,"LINESTRING (-87.69366241253158 41.70791299722585, -87.69366241253158 41.70791299722585)"
892664c86afffff,"H3:892664c86afffff (suc=4, lamba_ariza=1)",12.04,"LINESTRING (-87.77628452910652 41.90593654722893, -87.77628452910652 41.90593654722893)"
892664c8cabffff,"H3:892664c8cabffff (suc=40, lamba_ariza=25)",86.26,"LINESTRING (-87.71642316695709 41.8601761593173, -87.71642316695709 41.8601761593173)"
892664ca45bffff,"H3:892664ca45bffff (suc=14, lamba_ariza=7)",42.77,"LINESTRING (-87.72463557091517 41.96288131411318, -87.72463557091517 41.96288131411318)"
892664c164bffff,"H3:892664c164bffff (suc=14, lamba_ariza=15)",51.91,"LINESTRING (-87.67530914901035 41.948321226808424, -87.67530914901035 41.948321226808424)"
892664c89afffff,"H3:892664c89afffff (suc=23, lamba_ariza=34)",75.12,"LINESTRING (-87.70110349979981 41.82146613304226, -87.70110349979981 41.82146613304226)"
89266452d3bffff,"H3:89266452d3bffff (suc=10, lamba_ariza=12)",39.52,"LINESTRING (-87.71437012792488 41.743036187583755, -87.71437012792488 41.743036187583755)"
892664ca0c3ffff,"H3:892664ca0c3ffff (suc=8, lamba_ariza=41)",46.49,"LINESTRING (-87.72355883852109 41.946623398591996, -87.72355883852109 41.946623398591996)"
892664cf153ffff,"H3:892664cf153ffff (suc=5, lamba_ariza=11)",25.23,"LINESTRING (-87.64156437776029 41.82210422116838, -87.64156437776029 41.82210422116838)"
892664cca53ffff,"H3:892664cca53ffff (suc=7, lamba_ariza=43)",45.39,"LINESTRING (-87.62566405016202 41.72890808872027, -87.62566405016202 41.72890808872027)"
892664cc693ffff,"H3:892664cc693ffff (suc=12, lamba_ariza=3)",36.81,"LINESTRING (-87.63209076482434 41.8071189223647, -87.63209076482434 41.8071189223647)"
892664cac3bffff,"H3:892664cac3bffff (suc=37, lamba_ariza=7)",71.06,"LINESTRING (-87.67512504686395 41.90185141667838, -87.67512504686395 41.90185141667838)"
892664c8c6bffff,"H3:892664c8c6bffff (suc=7, lamba_ariza=13)",31.61,"LINESTRING (-87.73451794300115 41.85474941025027, -87.73451794300115 41.85474941025027)"
89275936bb3ffff,"H3:89275936bb3ffff (suc=0, lamba_ariza=1)",0.37,"LINESTRING (-87.82825673179487 41.980255709809384, -87.82825673179487 41.980255709809384)"
892664c1b4bffff,"H3:892664c1b4bffff (suc=15, lamba_ariza=11)",48.96,"LINESTRING (-87.62976576493791 41.85936860416739, -87.62976576493791 41.85936860416739)"
892664cd04fffff,"H3:892664cd04fffff (suc=24, lamba_ariza=33)",76.45,"LINESTRING (-87.71160741738437 41.787128346219845, -87.71160741738437 41.787128346219845)"
892664c1073ffff,"H3:892664c1073ffff (suc=36, lamba_ariza=26)",84.38,"LINESTRING (-87.64414614213649 41.928321220476015, -87.64414614213649 41.928321220476015)"
892664cc2abffff,"H3:892664cc2abffff (suc=27, lamba_ariza=1)",57.82,"LINESTRING (-87.64141461255333 41.77570274893516, -87.64141461255333 41.77570274893516)"
892664cac03ffff,"H3:892664cac03ffff (suc=59, lamba_ariza=14)",83.38,"LINESTRING (-87.67688548382804 41.90705909743359, -87.67688548382804 41.90705909743359)"
892664cad37ffff,"H3:892664cad37ffff (suc=85, lamba_ariza=19)",89.79,"LINESTRING (-87.64698225149105 41.884151617254254, -87.64698225149105 41.884151617254254)"
892664cd253ffff,"H3:892664cd253ffff (suc=3, lamba_ariza=1)",10.14,"LINESTRING (-87.73863306626363 41.788566857556994, -87.73863306626363 41.788566857556994)"
892664cc52bffff,"H3:892664cc52bffff (suc=10, lamba_ariza=4)",31.75,"LINESTRING (-87.58911738295065 41.77797478032221, -87.58911738295065 41.77797478032221)"
892664cd84fffff,"H3:892664cd84fffff (suc=1, lamba_ariza=7)",7.7,"LINESTRING (-87.67842709039604 41.734732043308206, -87.67842709039604 41.734732043308206)"
892664c13dbffff,"H3:892664c13dbffff (suc=13, lamba_ariza=35)",59.29,"LINESTRING (-87.65506289979497 41.92123408755124, -87.65506289979497 41.92123408755124)"
892664cdc27ffff,"H3:892664cdc27ffff (suc=23, lamba_ariza=25)",72.73,"LINESTRING (-87.64949704680424 41.74720958724355, -87.64949704680424 41.74720958724355)"
892664cf43bffff,"H3:892664cf43bffff (suc=13, lamba_ariza=7)",41.85,"LINESTRING (-87.6419007527634 41.84937456372296, -87.6419007527634 41.84937456372296)"
89266452037ffff,"H3:89266452037ffff (suc=5, lamba_ariza=28)",36.66,"LINESTRING (-87.76986843537433 41.78937057211864, -87.76986843537433 41.78937057211864)"
892664cc3a7ffff,"H3:892664cc3a7ffff (suc=61, lamba_ariza=28)",92.25,"LINESTRING (-87.61335905356532 41.75801647577889, -87.61335905356532 41.75801647577889)"
892664c8697ffff,"H3:892664c8697ffff (suc=8, lamba_ariza=9)",30.36,"LINESTRING (-87.7756068218585 41.91697864239406, -87.7756068218585 41.91697864239406)"
892664cc5d3ffff,"H3:892664cc5d3ffff (suc=21, lamba_ariza=14)",62.09,"LINESTRING (-87.59312423125427 41.79649433833904, -87.59312423125427 41.79649433833904)"
892664cb17bffff,"H3:892664cb17bffff (suc=7, lamba_ariza=0)",22.54,"LINESTRING (-87.78759501350247 41.92613030190085, -87.78759501350247 41.92613030190085)"
892664ce273ffff,"H3:892664ce273ffff (suc=26, lamba_ariza=15)",69.29,"LINESTRING (-87.60731601894612 41.8189760682357, -87.60731601894612 41.8189760682357)"
8926641b35bffff,"H3:8926641b35bffff (suc=9, lamba_ariza=21)",45.13,"LINESTRING (-87.52930941282554 41.70493213734848, -87.52930941282554 41.70493213734848)"
892664ceb4fffff,"H3:892664ceb4fffff (suc=46, lamba_ariza=10)",76.99,"LINESTRING (-87.56056920515738 41.75216214508315, -87.56056920515738 41.75216214508315)"
892664563b7ffff,"H3:892664563b7ffff (suc=24, lamba_ariza=7)",59.91,"LINESTRING (-87.62572274809384 41.66344346736634, -87.62572274809384 41.66344346736634)"
892664522b7ffff,"H3:892664522b7ffff (suc=8, lamba_ariza=37)",47.49,"LINESTRING (-87.79268392191942 41.791424663246616, -87.79268392191942 41.791424663246616)"
892664ca58bffff,"H3:892664ca58bffff (suc=4, lamba_ariza=11)",22.84,"LINESTRING (-87.68675669467879 41.94935804892821, -87.68675669467879 41.94935804892821)"
892664ccc2bffff,"H3:892664ccc2bffff (suc=11, lamba_ariza=14)",43.45,"LINESTRING (-87.57690321134568 41.74156813748974, -87.57690321134568 41.74156813748974)"
892664cd853ffff,"H3:892664cd853ffff (suc=12, lamba_ariza=12)",43.97,"LINESTRING (-87.67597401097254 41.74055410702557, -87.67597401097254 41.74055410702557)"
89266452227ffff,"H3:89266452227ffff (suc=3, lamba_ariza=4)",13.52,"LINESTRING (-87.80055268146123 41.782054279615345, -87.80055268146123 41.782054279615345)"
892664c8c3bffff,"H3:892664c8c3bffff (suc=33, lamba_ariza=16)",76.26,"LINESTRING (-87.72186743983333 41.856632876151544, -87.72186743983333 41.856632876151544)"
892664d892bffff,"H3:892664d892bffff (suc=17, lamba_ariza=19)",60.12,"LINESTRING (-87.65047231710341 41.96021145763185, -87.65047231710341 41.96021145763185)"
89266419393ffff,"H3:89266419393ffff (suc=5, lamba_ariza=10)",24.81,"LINESTRING (-87.55376418883796 41.66588818837572, -87.55376418883796 41.66588818837572)"
89266456417ffff,"H3:89266456417ffff (suc=17, lamba_ariza=20)",61.2,"LINESTRING (-87.6199033595776 41.70520819729385, -87.6199033595776 41.70520819729385)"
892664ccb0bffff,"H3:892664ccb0bffff (suc=3, lamba_ariza=3)",14.12,"LINESTRING (-87.59887278292175 41.70831657702769, -87.59887278292175 41.70831657702769)"
89266452993ffff,"H3:89266452993ffff (suc=2, lamba_ariza=17)",20.98,"LINESTRING (-87.71681827241248 41.737213403725335, -87.71681827241248 41.737213403725335)"
892664cc02bffff,"H3:892664cc02bffff (suc=12, lamba_ariza=13)",43.97,"LINESTRING (-87.61860508033394 41.77361829135247, -87.61860508033394 41.77361829135247)"
892664c8da7ffff,"H3:892664c8da7ffff (suc=1, lamba_ariza=0)",0.63,"LINESTRING (-87.68829280797641 41.84249473998489, -87.68829280797641 41.84249473998489)"
8926645235bffff,"H3:8926645235bffff (suc=1, lamba_ariza=1)",4.05,"LINESTRING (-87.80177217275403 41.77914080687503, -87.80177217275403 41.77914080687503)"
892664cf1b3ffff,"H3:892664cf1b3ffff (suc=42, lamba_ariza=16)",81.11,"LINESTRING (-87.61873194462551 41.82001993245428, -87.61873194462551 41.82001993245428)"
892664ca88bffff,"H3:892664ca88bffff (suc=26, lamba_ariza=22)",74.3,"LINESTRING (-87.68303881531718 41.89247417500045, -87.68303881531718 41.89247417500045)"
892664ca417ffff,"H3:892664ca417ffff (suc=13, lamba_ariza=16)",49.04,"LINESTRING (-87.70596140915494 41.96018590088271, -87.70596140915494 41.96018590088271)"
8926641b277ffff,"H3:8926641b277ffff (suc=22, lamba_ariza=11)",60.86,"LINESTRING (-87.53822793353629 41.71180197156219, -87.53822793353629 41.71180197156219)"
892664ce257ffff,"H3:892664ce257ffff (suc=38, lamba_ariza=20)",82.66,"LINESTRING (-87.6090659610673 41.82418021701098, -87.6090659610673 41.82418021701098)"
89275936953ffff,"H3:89275936953ffff (suc=2, lamba_ariza=11)",14.53,"LINESTRING (-87.82158398593424 41.98673073896166, -87.82158398593424 41.98673073896166)"
89266452d93ffff,"H3:89266452d93ffff (suc=3, lamba_ariza=11)",18.46,"LINESTRING (-87.70824700388137 41.757594868401554, -87.70824700388137 41.757594868401554)"
892664c1a4fffff,"H3:892664c1a4fffff (suc=3, lamba_ariza=9)",16.54,"LINESTRING (-87.64769042877705 41.87311290558416, -87.64769042877705 41.87311290558416)"
892664c146fffff,"H3:892664c146fffff (suc=0, lamba_ariza=4)",3.44,"LINESTRING (-87.63797514743987 41.942911294855016, -87.63797514743987 41.942911294855016)"
892664cc187ffff,"H3:892664cc187ffff (suc=35, lamba_ariza=19)",79.6,"LINESTRING (-87.58860466751321 41.76986136155337, -87.58860466751321 41.76986136155337)"
892664cd0d3ffff,"H3:892664cd0d3ffff (suc=26, lamba_ariza=18)",71.32,"LINESTRING (-87.70249158957203 41.79940774084714, -87.70249158957203 41.79940774084714)"
892664cde33ffff,"H3:892664cde33ffff (suc=11, lamba_ariza=5)",36.11,"LINESTRING (-87.68070985184623 41.74803872730337, -87.68070985184623 41.74803872730337)"
892664cf48fffff,"H3:892664cf48fffff (suc=10, lamba_ariza=6)",34.19,"LINESTRING (-87.63820451241487 41.8581196302008, -87.63820451241487 41.8581196302008)"
892664c84cbffff,"H3:892664c84cbffff (suc=10, lamba_ariza=16)",41.91,"LINESTRING (-87.76593846414976 41.92115728575022, -87.76593846414976 41.92115728575022)"
892664d8c0bffff,"H3:892664d8c0bffff (suc=20, lamba_ariza=9)",55.98,"LINESTRING (-87.66756060474438 42.004206116884205, -87.66756060474438 42.004206116884205)"
8926641b2bbffff,"H3:8926641b2bbffff (suc=2, lamba_ariza=5)",9.56,"LINESTRING (-87.5273395718606 41.71885844798468, -87.5273395718606 41.71885844798468)"
892664d888bffff,"H3:892664d888bffff (suc=13, lamba_ariza=18)",51.75,"LINESTRING (-87.66949951438497 41.990231350906285, -87.66949951438497 41.990231350906285)"
892664cf047ffff,"H3:892664cf047ffff (suc=0, lamba_ariza=1)",1.01,"LINESTRING (-87.66070781543694 41.83292670475601, -87.66070781543694 41.83292670475601)"
892664cb32fffff,"H3:892664cb32fffff (suc=8, lamba_ariza=37)",47.69,"LINESTRING (-87.80392913096408 41.915481379765005, -87.80392913096408 41.915481379765005)"
89266452d0fffff,"H3:89266452d0fffff (suc=10, lamba_ariza=21)",45.33,"LINESTRING (-87.71735293737368 41.74532177613161, -87.71735293737368 41.74532177613161)"
892664cb543ffff,"H3:892664cb543ffff (suc=5, lamba_ariza=39)",40.44,"LINESTRING (-87.78079487410955 41.951771715993985, -87.78079487410955 41.951771715993985)"
892664cc59bffff,"H3:892664cc59bffff (suc=51, lamba_ariza=47)",94.22,"LINESTRING (-87.58592874106844 41.79482598873529, -87.58592874106844 41.79482598873529)"
